[(132, 'Pan-Island Expressway'),
 (1, 'Jalan Cenderawasih 10'),
 (1, 'Jalan Cenderawasih 1'),
 (1, 'Jalan Cenderawasih'),
 (1, 'Jalan Cenderasari'),
 (1, 'Jalan Cenderamata'),
 (1, 'Jalan Cenderai 8'),
 (1, 'Jalan Cenderai 6'),
 (1, 'Jalan Cenderai 5'),
 (1, 'Jalan Cenderai 3'),
 (1, 'Jalan Cenderai 28'),
 (1, 'Jalan Cenderai 26'),
 (1, 'Jalan Cenderai 25'),
 (1, 'Jalan Cenderai 23'),
 (1, 'Jalan Cenderai 22'),
 (1, 'Jalan Cenderai 21'),
 (1, 'Jalan Cenderai 20'),
 (1, 'Jalan Cenderai 18'),
 (1, 'Jalan Cenderai 17'),
 (1, 'Jalan Cenderai 16'),
 (1, 'Jalan Cenderai'),
 (1, 'Jalan Cendera'),
 (1, 'Jalan Cendana 8'),
 (1, 'Jalan Cendana 7'),
 (1, 'Jalan Cendana 4'),
 (1, 'Jalan Cendana 20'),
 (1, 'Jalan Cendana 19'),
 (1, 'Jalan Cendana 18'),
 (1, 'Jalan Cendana 17'),
 (1, 'Jalan Cendana 15'),
 (1, 'Jalan Cendana 14'),
 (1, 'Jalan Cendana 11'),
 (1, 'Jalan Cempedak 2'),
 (1, 'Jalan Cempedak 1'),
 (1, 'Jalan Cempaka 7'),
 (1, 'Jalan Cempaka 6'),
 (1, 'Jalan Cempaka 5'),
 (1, 'Jalan Cempaka 4'),
 (1, 'Jalan Cempaka 1'),
 (1, 'Jalan Cempaka'),
 (1, 'Jalan Cemara 6'),
 (1, 'Jalan Cemara 4'),
 (1, 'Jalan Cemara 3'),
 (1, 'Jalan Cemara 17'),
 (1, 'Jalan Cemara 16'),
 (1, 'Jalan Cemara 15'),
 (1, 'Jalan Cemara 14'),
 (1, 'Jalan Cemara 13'),
 (1, 'Jalan Cemara 12'),
 (1, 'Jalan Cemara 10'),
 (1, 'Jalan Cemara 1'),
 (1, 'Jalan Cemara  9'),
 (1, 'Jalan Cemara  8'),
 (1, 'Jalan Cemara  7'),
 (1, 'Jalan Celam 20'),
 (1, 'Jalan Cekur Manis'),
 (1, 'Jalan Cekur'),
 (1, 'Jalan Cekor Manis 3'),
 (1, 'Jalan Cekor Manis 2'),
 (1, 'Jalan Cekor Manis 1'),
 (1, 'Jalan Cekor Manis'),
 (1, 'Jalan Cekor'),
 (1, 'Jalan Cantik 7'),
 (1, 'Jalan Cantik 6'),
 (1, 'Jalan Cantik 5'),
 (1, 'Jalan Cantik 4'),
 (1, 'Jalan Cantik 1'),
 (1, 'Jalan Canggung 3'),
 (1, 'Jalan Canggung 17'),
 (1, 'Jalan Canggung 1'),
 (1, 'Jalan Canggih 7'),
 (1, 'Jalan Canggih 6'),
 (1, 'Jalan Canggih 5'),
 (1, 'Jalan Canggih 4'),
 (1, 'Jalan Canggih 3'),
 (1, 'Jalan Canggih 10'),
 (1, 'Jalan Camar 5'),
 (1, 'Jalan Camar 16'),
 (1, 'Jalan Camar 15'),
 (1, 'Jalan Camar 11'),
 (1, 'Jalan Camar 10'),
 (1, 'Jalan Cahaya'),
 (1, 'Jalan Buruh'),
 (1, 'Jalan Bunga Teratai 9'),
 (1, 'Jalan Bunga Teratai 6'),
 (1, 'Jalan Bunga Teratai 5'),
 (1, 'Jalan Bunga Teratai 4'),
 (1, 'Jalan Bunga Teratai 2'),
 (1, 'Jalan Bunga Teratai 10'),
 (1, 'Jalan Bunga Teratai 1'),
 (1, 'Jalan Bunga Siantan'),
 (1, 'Jalan Bunga Rose7'),
 (1, 'Jalan Bunga Rose 5'),
 (1, 'Jalan Bunga Rose 4'),
 (1, 'Jalan Bunga Rose 2'),
 (1, 'Jalan Bunga Raya 5'),
 (1, 'Jalan Bunga Raya 4'),
 (1, 'Jalan Bunga Raya 3'),
 (1, 'Jalan Bunga Mawar Lor. 1'),
 (1, 'Jalan Bunga Kertas 7'),
 (1, 'Jalan Bunga Kertas 3'),
 (1, 'Jalan Bunga Kertas 20'),
 (1, 'Jalan Bunga Kertas 2'),
 (1, 'Jalan Bunga Kertas 19'),
 (1, 'Jalan Bunga Kertas 17'),
 (1, 'Jalan Bunga Kertas 16'),
 (1, 'Jalan Bunga Kertas 1'),
 (1, 'Jalan Bunga Kenanga'),
 (1, 'Jalan Bunga Kemboja'),
 (1, 'Jalan Bunga Kekwa 5'),
 (1, 'Jalan Bunga Kekwa 2'),
 (1, 'Jalan Bunga Kekwa 1'),
 (1, 'Jalan Bunga Kekwa'),
 (1, 'Jalan Bunga Keembong'),
 (1, 'Jalan Bunga Kantan'),
 (1, 'Jalan Bunga Dedap'),
 (1, 'Jalan Bunga Daisi 9'),
 (1, 'Jalan Bunga Daisi 8'),
 (1, 'Jalan Bunga Daisi 7'),
 (1, 'Jalan Bunga Daisi 5'),
 (1, 'Jalan Bunga Daisi 4'),
 (1, 'Jalan Bunga Daisi 3'),
 (1, 'Jalan Bunga Daisi 2'),
 (1, 'Jalan Bunga Daisi 1'),
 (1, 'Jalan Bunga Dahlia 5'),
 (1, 'Jalan Bunga Dahlia 3'),
 (1, 'Jalan Bunga Dahlia 2'),
 (1, 'Jalan Bunga Dahlia 1'),
 (1, 'Jalan Bunga Antoi'),
 (1, 'Jalan Bumiputra'),
 (1, 'Jalan Buloh Perindu'),
 (1, 'Jalan Buloh'),
 (1, 'Jalan Bulat'),
 (1, 'Jalan Bukit Mutiara 6'),
 (1, 'Jalan Bukit Mutiara 5'),
 (1, 'Jalan Bukit Mutiara 2'),
 (1, 'Jalan Bukit Mutiara 16'),
 (1, 'Jalan Bukit Mutiara'),
 (1, 'Jalan Bukit Meldrum'),
 (1, 'Jalan Bukit Kempas1/11'),
 (1, 'Jalan Bukit Kempas Utama'),
 (1, 'Jalan Bukit Kempas 5/1'),
 (1, 'Jalan Bukit Kempas 4/12'),
 (1, 'Jalan Bukit Kempas 4/10'),
 (1, 'Jalan Bukit Kempas 3/4'),
 (1, 'Jalan Bukit Kempas 3/3'),
 (1, 'Jalan Bukit Kempas 3/2'),
 (1, 'Jalan Bukit Kempas 3'),
 (1, 'Jalan Bukit Kempas 2/7'),
 (1, 'Jalan Bukit Kempas 2/4'),
 (1, 'Jalan Bukit Kempas 2'),
 (1, 'Jalan Bukit Kempas 1/7'),
 (1, 'Jalan Bukit Kempas 1/6'),
 (1, 'Jalan Bukit Kempas 1/5'),
 (1, 'Jalan Bukit Kempas 1/4'),
 (1, 'Jalan Bukit Kempas 1/18'),
 (1, 'Jalan Bukit Kempas 1/17'),
 (1, 'Jalan Bukit Kempas 1/16'),
 (1, 'Jalan Bukit Kempas 1/13'),
 (1, 'Jalan Bukit Kempas 1/10'),
 (1, 'Jalan Bukit Kempas 1/1'),
 (1, 'Jalan Bukit Kempas 1'),
 (1, 'Jalan Bukit Kempas  4/5'),
 (1, 'Jalan Bukit Kempas  2/8'),
 (1, 'Jalan Bukit Kempas  2/6'),
 (1, 'Jalan Bukit Kempas  2/3'),
 (1, 'Jalan Bukit Kempas  2/14'),
 (1, 'Jalan Bukit Kempas  2/10'),
 (1, 'Jalan Bukit Impian 9'),
 (1, 'Jalan Bukit Impian 8'),
 (1, 'Jalan Bukit Impian 7'),
 (1, 'Jalan Bukit Impian 5'),
 (1, 'Jalan Bukit Impian 31'),
 (1, 'Jalan Bukit Impian 25'),
 (1, 'Jalan Bukit Impian 24'),
 (1, 'Jalan Bukit Impian 23'),
 (1, 'Jalan Bukit Impian 22'),
 (1, 'Jalan Bukit Impian 21'),
 (1, 'Jalan Bukit Impian 20'),
 (1, 'Jalan Bukit Impian 19'),
 (1, 'Jalan Bukit Impian 17'),
 (1, 'Jalan Bukit Impian 16'),
 (1, 'Jalan Bukit Impian 15'),
 (1, 'Jalan Bukit Impian 14'),
 (1, 'Jalan Bukit Impian 13'),
 (1, 'Jalan Bukit Impian 12'),
 (1, 'Jalan Bukit Impian 11'),
 (1, 'Jalan Bukit Impian 10'),
 (1, 'Jalan Bukit Impian 1'),
 (1, 'Jalan Bukit Bintang'),
 (1, 'Jalan Bukit 9'),
 (1, 'Jalan Bukit 8'),
 (1, 'Jalan Bukit 7'),
 (1, 'Jalan Bukit 6'),
 (1, 'Jalan Bukit 5'),
 (1, 'Jalan Bukit 3'),
 (1, 'Jalan Bukit 24'),
 (1, 'Jalan Bukit 23'),
 (1, 'Jalan Bukit 21'),
 (1, 'Jalan Bukit 20'),
 (1, 'Jalan Bukit 2'),
 (1, 'Jalan Bukit 19'),
 (1, 'Jalan Bukit 18'),
 (1, 'Jalan Bukit 17'),
 (1, 'Jalan Bukit 16'),
 (1, 'Jalan Bukit 15'),
 (1, 'Jalan Bukit 14'),
 (1, 'Jalan Bukit 13'),
 (1, 'Jalan Bukit 12'),
 (1, 'Jalan Bukit 11'),
 (1, 'Jalan Bukit 10'),
 (1, 'Jalan Bukit 1'),
 (1, 'Jalan Budiman 5'),
 (1, 'Jalan Budiman 4'),
 (1, 'Jalan Budiman 11'),
 (1, 'Jalan Bkt Ho Swee'),
 (1, 'Jalan Bistari 8'),
 (1, 'Jalan Bistari 7'),
 (1, 'Jalan Bistari 6'),
 (1, 'Jalan Bistari 4'),
 (1, 'Jalan Bistari 3'),
 (1, 'Jalan Bistari 2'),
 (1, 'Jalan Bistari 1'),
 (1, 'Jalan Biru Muda'),
 (1, 'Jalan Biru 6'),
 (1, 'Jalan Biru 5'),
 (1, 'Jalan Biru 4'),
 (1, 'Jalan Biru 3'),
 (1, 'Jalan Biru 2'),
 (1, 'Jalan Biru 1'),
 (1, 'Jalan Bintang Tiga'),
 (1, 'Jalan Bingkisan'),
 (1, 'Jalan Bilal'),
 (1, 'Jalan Bijaksana'),
 (1, 'Jalan Betik 6'),
 (1, 'Jalan Betik 5'),
 (1, 'Jalan Betik 4'),
 (1, 'Jalan Betik 2'),
 (1, 'Jalan Betik 1'),
 (1, 'Jalan Betik'),
 (1, 'Jalan Betam 9'),
 (1, 'Jalan Besut'),
 (1, 'Jalan Bestari 9/4'),
 (1, 'Jalan Bestari 8/4'),
 (1, 'Jalan Bestari 8/1'),
 (1, 'Jalan Bestari 7/5'),
 (1, 'Jalan Bestari 7/4'),
 (1, 'Jalan Bestari 7/2'),
 (1, 'Jalan Bestari 7/1'),
 (1, 'Jalan Bestari 6/4'),
 (1, 'Jalan Bestari 6/2'),
 (1, 'Jalan Bestari 5/4'),
 (1, 'Jalan Bestari 4/5'),
 (1, 'Jalan Bestari 4/4'),
 (1, 'Jalan Bestari 3/4'),
 (1, 'Jalan Bestari 3/1'),
 (1, 'Jalan Bestari 23/4'),
 (1, 'Jalan Bestari 2/5'),
 (1, 'Jalan Bestari 2/4'),
 (1, 'Jalan Bestari 2/2'),
 (1, 'Jalan Bestari 2/1'),
 (1, 'Jalan Bestari 12/2'),
 (1, 'Jalan Bestari 11/4'),
 (1, 'Jalan Bestari 10/4'),
 (1, 'Jalan Bestari 10/1'),
 (1, 'Jalan Bestari 1/2'),
 (1, 'Jalan Bestari 1/1'),
 (1, 'Jalan Besi 9'),
 (1, 'Jalan Besi 7'),
 (1, 'Jalan Besi 5'),
 (1, 'Jalan Besi 4'),
 (1, 'Jalan Besi 3'),
 (1, 'Jalan Besi 2'),
 (1, 'Jalan Besi'),
 (1, 'Jalan Besar Stadium'),
 (1, 'Jalan Besar Plaza'),
 (1, 'Jalan Besar Community Club'),
 (1, 'Jalan Bertam 7'),
 (1, 'Jalan Bertam 6'),
 (1, 'Jalan Bertam 5'),
 (1, 'Jalan Bertam 4'),
 (1, 'Jalan Bertam 25'),
 (1, 'Jalan Bertam 24'),
 (1, 'Jalan Bertam 22'),
 (1, 'Jalan Bertam 2'),
 (1, 'Jalan Bertam 16'),
 (1, 'Jalan Bertam 14'),
 (1, 'Jalan Bertam 13'),
 (1, 'Jalan Bertam 12'),
 (1, 'Jalan Bertam'),
 (1, 'Jalan Berseh'),
 (1, 'Jalan Bersatu'),
 (1, 'Jalan Bermi'),
 (1, 'Jalan Berlumut'),
 (1, 'Jalan Berlian 9'),
 (1, 'Jalan Berlian 8'),
 (1, 'Jalan Berlian 7'),
 (1, 'Jalan Berlian 5'),
 (1, 'Jalan Berlian 4'),
 (1, 'Jalan Berlian 37'),
 (1, 'Jalan Berlian 36'),
 (1, 'Jalan Berlian 35'),
 (1, 'Jalan Berlian 34'),
 (1, 'Jalan Berlian 33'),
 (1, 'Jalan Berlian 32'),
 (1, 'Jalan Berlian 30'),
 (1, 'Jalan Berlian 3'),
 (1, 'Jalan Berlian 29'),
 (1, 'Jalan Berlian 28'),
 (1, 'Jalan Berlian 27'),
 (1, 'Jalan Berlian 25'),
 (1, 'Jalan Berlian 24'),
 (1, 'Jalan Berlian 23'),
 (1, 'Jalan Berlian 2'),
 (1, 'Jalan Berlian 19'),
 (1, 'Jalan Berlian 18'),
 (1, 'Jalan Berlian 17'),
 (1, 'Jalan Berlian 14'),
 (1, 'Jalan Berlian 13'),
 (1, 'Jalan Berlian 12'),
 (1, 'Jalan Berlian 11'),
 (1, 'Jalan Berlian 10'),
 (1, 'Jalan Berkek'),
 (1, 'Jalan Berjasa 6'),
 (1, 'Jalan Beringin 9'),
 (1, 'Jalan Beringin 8'),
 (1, 'Jalan Beringin 18'),
 (1, 'Jalan Beringin 15'),
 (1, 'Jalan Beringgin 9'),
 (1, 'Jalan Beringgin 18'),
 (1, 'Jalan Beringgin 17'),
 (1, 'Jalan Beringgin 12'),
 (1, 'Jalan Beremi'),
 (1, 'Jalan Beremban'),
 (1, 'Jalan Bentara Luar 1'),
 (1, 'Jalan Bentara Luar'),
 (1, 'Jalan Bentara Dalam'),
 (1, 'Jalan Bentara 9'),
 (1, 'Jalan Bentara 7'),
 (1, 'Jalan Bentara 5'),
 (1, 'Jalan Bentara 3'),
 (1, 'Jalan Bentara 19'),
 (1, 'Jalan Bentara 18'),
 (1, 'Jalan Bentara 17'),
 (1, 'Jalan Bentara 12'),
 (1, 'Jalan Bentara 11'),
 (1, 'Jalan Bentara 10'),
 (1, 'Jalan Bentangau'),
 (1, 'Jalan Bendahara 9'),
 (1, 'Jalan Bendahara 1'),
 (1, 'Jalan Benang 6'),
 (1, 'Jalan Benang 5'),
 (1, 'Jalan Benang 3'),
 (1, 'Jalan Benang 2'),
 (1, 'Jalan Benang 1'),
 (1, 'Jalan Benang'),
 (1, 'Jalan Bena'),
 (1, 'Jalan Belukar'),
 (1, 'Jalan Belinjau'),
 (1, 'Jalan Belida'),
 (1, 'Jalan Belibis 6'),
 (1, 'Jalan Belibis 4'),
 (1, 'Jalan Belibis 3'),
 (1, 'Jalan Belibis 2'),
 (1, 'Jalan Belibis 19'),
 (1, 'Jalan Belibis 17'),
 (1, 'Jalan Belibis 16'),
 (1, 'Jalan Belibis 15'),
 (1, 'Jalan Belibis 13'),
 (1, 'Jalan Belibis 12'),
 (1, 'Jalan Belibis 11'),
 (1, 'Jalan Belibis 1'),
 (1, 'Jalan Belibas'),
 (1, 'Jalan Belia'),
 (1, 'Jalan Belatuk'),
 (1, 'Jalan Belati 2'),
 (1, 'Jalan Belati 1'),
 (1, 'Jalan Belati'),
 (1, 'Jalan Belalang'),
 (1, 'Jalan Beladau 8'),
 (1, 'Jalan Beladau 7'),
 (1, 'Jalan Beladau 6'),
 (1, 'Jalan Beladau 5'),
 (1, 'Jalan Beladau 43'),
 (1, 'Jalan Beladau 42'),
 (1, 'Jalan Beladau 40'),
 (1, 'Jalan Beladau 4'),
 (1, 'Jalan Beladau 38'),
 (1, 'Jalan Beladau 37'),
 (1, 'Jalan Beladau 36'),
 (1, 'Jalan Beladau 35'),
 (1, 'Jalan Beladau 34'),
 (1, 'Jalan Beladau 33'),
 (1, 'Jalan Beladau 31'),
 (1, 'Jalan Beladau 3'),
 (1, 'Jalan Beladau 29'),
 (1, 'Jalan Beladau 28'),
 (1, 'Jalan Beladau 27'),
 (1, 'Jalan Beladau 26'),
 (1, 'Jalan Beladau 23'),
 (1, 'Jalan Beladau 22'),
 (1, 'Jalan Beladau 20'),
 (1, 'Jalan Beladau 2'),
 (1, 'Jalan Beladau 19'),
 (1, 'Jalan Beladau 18'),
 (1, 'Jalan Beladau 17'),
 (1, 'Jalan Beladau 16'),
 (1, 'Jalan Beladau 15'),
 (1, 'Jalan Beladau 14'),
 (1, 'Jalan Beladau 13'),
 (1, 'Jalan Beladau 12'),
 (1, 'Jalan Beladau 11'),
 (1, 'Jalan Beladau 10'),
 (1, 'Jalan Bekok'),
 (1, 'Jalan Bayu Puteri 1/3'),
 (1, 'Jalan Bayu 9'),
 (1, 'Jalan Bayu 8'),
 (1, 'Jalan Bayu 39'),
 (1, 'Jalan Bayu 38'),
 (1, 'Jalan Bayu 37'),
 (1, 'Jalan Bayu 36'),
 (1, 'Jalan Bayu 35'),
 (1, 'Jalan Bayu 34'),
 (1, 'Jalan Bayu 33'),
 (1, 'Jalan Bayu 32'),
 (1, 'Jalan Bayu 31'),
 (1, 'Jalan Bayu 30'),
 (1, 'Jalan Bayu 29'),
 (1, 'Jalan Bayu 28'),
 (1, 'Jalan Bayu 27'),
 (1, 'Jalan Bayu 26'),
 (1, 'Jalan Bayu 24'),
 (1, 'Jalan Bayu 23'),
 (1, 'Jalan Bayu 22'),
 (1, 'Jalan Bayu 21'),
 (1, 'Jalan Bayu 20'),
 (1, 'Jalan Bayu 2/6'),
 (1, 'Jalan Bayu 2/5'),
 (1, 'Jalan Bayu 2/4'),
 (1, 'Jalan Bayu 2/3'),
 (1, 'Jalan Bayu 2/2'),
 (1, 'Jalan Bayu 2/1'),
 (1, 'Jalan Bayu 19'),
 (1, 'Jalan Bayu 18'),
 (1, 'Jalan Bayu 17'),
 (1, 'Jalan Bayu 16'),
 (1, 'Jalan Bayu 15'),
 (1, 'Jalan Bayu 14'),
 (1, 'Jalan Bayu 13'),
 (1, 'Jalan Bayu 11'),
 (1, 'Jalan Bayan16'),
 (1, 'Jalan Bayan 5'),
 (1, 'Jalan Bayan 43'),
 (1, 'Jalan Bayan 42'),
 (1, 'Jalan Bayan 41'),
 (1, 'Jalan Bayan 40'),
 (1, 'Jalan Bayan 4'),
 (1, 'Jalan Bayan 39'),
 (1, 'Jalan Bayan 38'),
 (1, 'Jalan Bayan 37/2'),
 (1, 'Jalan Bayan 37'),
 (1, 'Jalan Bayan 36'),
 (1, 'Jalan Bayan 35'),
 (1, 'Jalan Bayan 34'),
 (1, 'Jalan Bayan 33'),
 (1, 'Jalan Bayan 32'),
 (1, 'Jalan Bayan 31/2'),
 (1, 'Jalan Bayan 31'),
 (1, 'Jalan Bayan 3/2'),
 (1, 'Jalan Bayan 3/1'),
 (1, 'Jalan Bayan 27'),
 (1, 'Jalan Bayan 26'),
 (1, 'Jalan Bayan 24'),
 (1, 'Jalan Bayan 23'),
 (1, 'Jalan Bayan 22'),
 (1, 'Jalan Bayan 21'),
 (1, 'Jalan Bayan 2/1'),
 (1, 'Jalan Bayan 2'),
 (1, 'Jalan Bayan 19'),
 (1, 'Jalan Bayan 14'),
 (1, 'Jalan Bayan 12'),
 (1, 'Jalan Bayan 11'),
 (1, 'Jalan Bayan 1/1'),
 (1, 'Jalan Bayan 1'),
 (1, 'Jalan Bayam'),
 (1, 'Jalan Bawang'),
 (1, 'Jalan Baung'),
 (1, 'Jalan Batu Nilam'),
 (1, 'Jalan Batu'),
 (1, 'Jalan Batik 1'),
 (1, 'Jalan Batalong East'),
 (1, 'Jalan Batalong'),
 (1, 'Jalan Batai 9'),
 (1, 'Jalan Batai 8'),
 (1, 'Jalan Batai 7'),
 (1, 'Jalan Batai 6'),
 (1, 'Jalan Batai 5'),
 (1, 'Jalan Batai 4'),
 (1, 'Jalan Batai 3'),
 (1, 'Jalan Batai 2'),
 (1, 'Jalan Batai 14'),
 (1, 'Jalan Batai 13'),
 (1, 'Jalan Batai 12'),
 (1, 'Jalan Batai 11'),
 (1, 'Jalan Batai 10'),
 (1, 'Jalan Batai 1'),
 (1, 'Jalan Batai'),
 (1, 'Jalan Baru'),
 (1, 'Jalan Barli 2/3'),
 (1, 'Jalan Barli 2/2'),
 (1, 'Jalan Barli 2/1'),
 (1, 'Jalan Barli 1/8'),
 (1, 'Jalan Barli 1/7'),
 (1, 'Jalan Barli 1/5'),
 (1, 'Jalan Barli 1/3'),
 (1, 'Jalan Barli 1/1'),
 (1, 'Jalan Barau 6'),
 (1, 'Jalan Barau 5'),
 (1, 'Jalan Barau 4'),
 (1, 'Jalan Barau 3'),
 (1, 'Jalan Barau 1'),
 (1, 'Jalan Bantuan'),
 (1, 'Jalan Banjaran Utama'),
 (1, 'Jalan Banjaran 6'),
 (1, 'Jalan Banjaran 4'),
 (1, 'Jalan Banjaran 3'),
 (1, 'Jalan Banjaran 2'),
 (1, 'Jalan Banjaran 10'),
 (1, 'Jalan Bangsawan'),
 (1, 'Jalan Bandar Utama'),
 (1, 'Jalan Banang Tiga'),
 (1, 'Jalan Banang Satu'),
 (1, 'Jalan Banang Dua'),
 (1, 'Jalan Banang'),
 (1, 'Jalan Ban Foo'),
 (1, 'Jalan Baldu 5'),
 (1, 'Jalan Baldu 4'),
 (1, 'Jalan Baldu 3'),
 (1, 'Jalan Baldu 2'),
 (1, 'Jalan Baldu 1'),
 (1, 'Jalan Baldu'),
 (1, 'Jalan Balau 9'),
 (1, 'Jalan Balau 7/2'),
 (1, 'Jalan Balau 7/1'),
 (1, 'Jalan Balau 7'),
 (1, 'Jalan Balau 5'),
 (1, 'Jalan Balau 4'),
 (1, 'Jalan Balau 2'),
 (1, 'Jalan Balau 15'),
 (1, 'Jalan Balau 13'),
 (1, 'Jalan Balau 12'),
 (1, 'Jalan Balau 11'),
 (1, 'Jalan Balau 10'),
 (1, 'Jalan Balau 1'),
 (1, 'Jalan Bakti 76'),
 (1, 'Jalan Bakti 75'),
 (1, 'Jalan Bakti 74'),
 (1, 'Jalan Bakti 71'),
 (1, 'Jalan Bakti 70'),
 (1, 'Jalan Bakti 69'),
 (1, 'Jalan Bakti 57'),
 (1, 'Jalan Bakti 56'),
 (1, 'Jalan Bakti 53'),
 (1, 'Jalan Bakti 52'),
 (1, 'Jalan Bakti 51'),
 (1, 'Jalan Bakti 49'),
 (1, 'Jalan Bakti 48'),
 (1, 'Jalan Bakti 47'),
 (1, 'Jalan Bakti 42'),
 (1, 'Jalan Bakti 34'),
 (1, 'Jalan Bakti 33'),
 (1, 'Jalan Bakti 32'),
 (1, 'Jalan Bakti 31'),
 (1, 'Jalan Bakti 3'),
 (1, 'Jalan Bakti 19'),
 (1, 'Jalan Bakawali 90'),
 (1, 'Jalan Bakawali 9'),
 (1, 'Jalan Bakawali 89'),
 (1, 'Jalan Bakawali 88'),
 (1, 'Jalan Bakawali 87'),
 (1, 'Jalan Bakawali 86'),
 (1, 'Jalan Bakawali 85'),
 (1, 'Jalan Bakawali 84'),
 (1, 'Jalan Bakawali 83'),
 (1, 'Jalan Bakawali 82'),
 (1, 'Jalan Bakawali 80'),
 (1, 'Jalan Bakawali 8'),
 (1, 'Jalan Bakawali 79'),
 (1, 'Jalan Bakawali 78'),
 (1, 'Jalan Bakawali 77'),
 (1, 'Jalan Bakawali 76'),
 (1, 'Jalan Bakawali 75'),
 (1, 'Jalan Bakawali 74'),
 (1, 'Jalan Bakawali 73'),
 (1, 'Jalan Bakawali 72'),
 (1, 'Jalan Bakawali 70'),
 (1, 'Jalan Bakawali 7'),
 (1, 'Jalan Bakawali 69'),
 (1, 'Jalan Bakawali 66'),
 (1, 'Jalan Bakawali 65'),
 (1, 'Jalan Bakawali 64'),
 (1, 'Jalan Bakawali 63'),
 (1, 'Jalan Bakawali 62'),
 (1, 'Jalan Bakawali 61'),
 (1, 'Jalan Bakawali 60'),
 (1, 'Jalan Bakawali 6'),
 (1, 'Jalan Bakawali 59'),
 (1, 'Jalan Bakawali 58'),
 (1, 'Jalan Bakawali 57'),
 (1, 'Jalan Bakawali 56'),
 (1, 'Jalan Bakawali 55'),
 (1, 'Jalan Bakawali 54'),
 (1, 'Jalan Bakawali 53'),
 (1, 'Jalan Bakawali 52'),
 (1, 'Jalan Bakawali 5'),
 (1, 'Jalan Bakawali 49'),
 (1, 'Jalan Bakawali 48'),
 (1, 'Jalan Bakawali 47'),
 (1, 'Jalan Bakawali 46'),
 (1, 'Jalan Bakawali 45'),
 (1, 'Jalan Bakawali 43'),
 (1, 'Jalan Bakawali 42'),
 (1, 'Jalan Bakawali 41'),
 (1, 'Jalan Bakawali 39'),
 (1, 'Jalan Bakawali 38'),
 (1, 'Jalan Bakawali 37'),
 (1, 'Jalan Bakawali 36'),
 (1, 'Jalan Bakawali 35'),
 (1, 'Jalan Bakawali 34'),
 (1, 'Jalan Bakawali 33'),
 (1, 'Jalan Bakawali 32'),
 (1, 'Jalan Bakawali 31'),
 (1, 'Jalan Bakawali 30'),
 (1, 'Jalan Bakawali 3'),
 (1, 'Jalan Bakawali 29'),
 (1, 'Jalan Bakawali 28'),
 (1, 'Jalan Bakawali 26'),
 (1, 'Jalan Bakawali 24'),
 (1, 'Jalan Bakawali 23'),
 (1, 'Jalan Bakawali 22'),
 (1, 'Jalan Bakawali 21'),
 (1, 'Jalan Bakawali 2'),
 (1, 'Jalan Bakawali 18'),
 (1, 'Jalan Bakawali 17'),
 (1, 'Jalan Bakawali 16'),
 (1, 'Jalan Bakawali 15'),
 (1, 'Jalan Bakawali 11'),
 (1, 'Jalan Bakawali 10'),
 (1, 'Jalan Bakar Batu 1'),
 (1, 'Jalan Bakar Batu'),
 (1, 'Jalan Bakak'),
 (1, 'Jalan Baja'),
 (1, 'Jalan Baiduri 9'),
 (1, 'Jalan Baiduri 8'),
 (1, 'Jalan Baiduri 7'),
 (1, 'Jalan Baiduri 6'),
 (1, 'Jalan Baiduri 3'),
 (1, 'Jalan Baiduri 2'),
 (1, 'Jalan Bahtera Adventure Centre'),
 (1, 'Jalan Bahtera'),
 (1, 'Jalan Bahasa'),
 (1, 'Jalan Bahar Heavy Vehicle Park'),
 (1, 'Jalan Bahagia 9'),
 (1, 'Jalan Bahagia 7'),
 (1, 'Jalan Bahagia 6'),
 (1, 'Jalan Bahagia 4'),
 (1, 'Jalan Bahagia 12'),
 (1, 'Jalan Bahagia 10'),
 (1, 'Jalan Bahagia  8'),
 (1, 'Jalan Badik16'),
 (1, 'Jalan Badik 9'),
 (1, 'Jalan Badik 8'),
 (1, 'Jalan Badik 7'),
 (1, 'Jalan Badik 6'),
 (1, 'Jalan Badik 5'),
 (1, 'Jalan Badik 45'),
 (1, 'Jalan Badik 44'),
 (1, 'Jalan Badik 42'),
 (1, 'Jalan Badik 41'),
 (1, 'Jalan Badik 40'),
 (1, 'Jalan Badik 38'),
 (1, 'Jalan Badik 37'),
 (1, 'Jalan Badik 36'),
 (1, 'Jalan Badik 35'),
 (1, 'Jalan Badik 33'),
 (1, 'Jalan Badik 32'),
 (1, 'Jalan Badik 30'),
 (1, 'Jalan Badik 29'),
 (1, 'Jalan Badik 28'),
 (1, 'Jalan Badik 27'),
 (1, 'Jalan Badik 26'),
 (1, 'Jalan Badik 25'),
 (1, 'Jalan Badik 24'),
 (1, 'Jalan Badik 23'),
 (1, 'Jalan Badik 22'),
 (1, 'Jalan Badik 21'),
 (1, 'Jalan Badik 20'),
 (1, 'Jalan Badik 2'),
 (1, 'Jalan Badik 18'),
 (1, 'Jalan Badik 17'),
 (1, 'Jalan Badik 15'),
 (1, 'Jalan Badik 14'),
 (1, 'Jalan Badik 13'),
 (1, 'Jalan Badik 12'),
 (1, 'Jalan Badik 11'),
 (1, 'Jalan Badik 10'),
 (1, 'Jalan Bacang 9'),
 (1, 'Jalan Bacang 5'),
 (1, 'Jalan Bacang 4'),
 (1, 'Jalan Bacang 39'),
